333-BV-12-vasp,18.090414857709796,1.25326702954805
333-EXP-1-vasp,35.21064348543294,1.53221762862145
333-EXP-11-vasp,51.10624472082632,1.62148942860315
333-EXP-27-vasp,34.3630401084424,1.60671936661201
333-EXP-6-vasp,48.09207230943618,1.59636988246664
333-HD-100C-11-VASP,110.95206955206325,2.00372995797885
333-HD-100C-14-VASP,106.44448266871017,1.97913106307356
333-HD-100C-20-VASP,133.48701650723902,2.0267041348124
333-RV-31-vasp,28.62208940793468,1.4583474235062
333-RV-32-vasp,16.61958161978407,1.40006200569258
333SiO2-1-UFF,242.2300320614293,2.73182801301897
333U-50C-1-vasp,51.01851076900572,1.70354865994547
333U-50C-14-vasp,58.088303402778685,1.67946550926183
333U-50C-20-vasp,39.79225481581522,1.72385454162393
333U-50C-26-vasp,49.45615176908678,1.72640808639683
333U-50C-33-vasp,63.74707985305153,1.72779788941634
333U-50C-48-vasp,68.41867692187276,1.72094506702445
333U-50C-5-vasp,63.05561361498184,1.73151400403339
333U-50C-9-vasp,80.19504746699549,1.74780686443723
