1.53221762862145,35.21064348543294,EXP
1.62148942860315,51.10624472082632,EXP
1.60671936661201,34.3630401084424,EXP
1.59636988246664,48.09207230943618,EXP
2.00372995797885,110.95206955206325,HD
1.97913106307356,106.44448266871017,HD
2.0267041348124,133.48701650723902,HD
1.4583474235062,28.62208940793468,RV
1.40006200569258,16.61958161978407,RV
1.70354865994547,51.01851076900572,50C
1.67946550926183,58.088303402778685,50C
1.72385454162393,39.79225481581522,50C
1.72640808639683,49.45615176908678,50C
1.72779788941634,63.74707985305153,50C
1.72094506702445,68.41867692187276,50C
1.73151400403339,63.05561361498184,50C
1.74780686443723,80.19504746699549,50C
