Generated by pymatgen.io.lammps.data.LammpsData

475  atoms

  4  atom types

0.000000 17.273200  xlo xhi
0.000000 17.219810  ylo yhi
0.000000 17.098969  zlo zhi
-7.159842 -2.951207 -1.007367  xy xz yz

Masses

1  28.08550
2   1.00794
3  12.01070
4  15.99940

Atoms

1    1  1.530114  1.203082  1.260878
2    1  0.687290  4.765932  3.688590
3    1 -3.644864  4.042438 12.692565
4    1 -0.469940  2.808016 10.031623
5    1 -3.466507  7.065463 17.037413
6    1 11.585009  8.622869  2.547917
7    1 -1.764387  8.810183 15.260146
8    1 -0.173572  7.067598  5.324277
9    1 -4.251866  7.751324  8.058402
10   1 -0.904781 10.052037  5.302561
11   1 -0.991560  5.253890 11.782900
12   1 -3.507702 11.036056 14.233524
13   1 -1.789278  7.540790  9.752568
14   1 -3.397816 10.558183  6.999805
15   1  7.402680 13.072674 16.226409
16   1  8.838498  0.592171  2.280148
17   1  3.157646  3.529340  2.452847
18   1  7.459940  2.837686  0.540156
19   1 -4.734553 14.532609 10.213385
20   1  2.650626  0.866378 15.344273
21   1  5.632000  5.129690  1.492227
22   1  1.653006  6.372814 16.798882
23   1  6.469991  5.344330  9.058179
24   1  0.777187  7.351050  8.200153
25   1  5.056543  6.492342  6.562584
26   1  3.795080  2.658113 13.178176
27   1  0.327158  6.909121 14.061679
28   1  0.382983 15.078242  2.392830
29   1  4.404993 16.819092  1.420753
30   1  3.335914  8.867500  7.368801
31   1 -2.590629 13.038774  8.606082
32   1  2.266221  9.003471 12.771391
33   1  1.851508 13.716412 16.383206
34   1  9.383430  1.771539  5.027952
35   1 11.769045  4.391140  0.363866
36   1  4.930191 13.824928  7.327592
37   1 12.203234  2.735163  5.723538
38   1  6.968387  1.626609 15.926322
39   1  8.465657  0.282508 11.090562
40   1  7.727952  6.167605 17.078622
41   1  6.582356  7.064489  3.833760
42   1 11.438879  5.641027  6.287291
43   1  7.954738  7.764131 10.094548
44   1  9.614540  7.447924  4.582866
45   1  8.263623  2.288500 13.348994
46   1 10.892733  8.476621 10.110279
47   1  6.380793 10.052531  3.426462
48   1  9.490269 15.403532  5.499712
49   1  3.936599 11.441604  8.849230
50   1  7.946049 13.924628  7.660851
51   1  7.357051 14.325713 13.435857
52   2 13.918461 -0.315189 16.889507
53   2 -1.975177  0.421953 15.992837
54   2 -3.029694  1.515339 16.984919
55   2 -6.569211 17.034257  3.006341
56   2 -0.324762  1.398742  2.885280
57   2  1.295008  1.353263  3.607541
58   2  3.681200  0.005656  1.537881
59   2 -7.104078 16.186354 16.767249
60   2 -4.695594 16.135426  1.020979
61   2 -1.409711  3.805697  2.856554
62   2 -0.196788  4.273879  1.535829
63   2 -1.320187  5.426466  2.420359
64   2  0.098048  4.014526  5.949757
65   2  1.622348  3.354940  5.556310
66   2  0.285191  2.604041  4.734021
67   2 -2.589190  2.032802 13.088577
68   2 12.860153  1.795311 13.585986
69   2 -3.366151  2.515380 14.700668
70   2 13.702509  3.016094 10.410536
71   2 12.815046  4.500769 10.390360
72   2 12.102276  2.900645 10.984720
73   2 -1.685597  2.560207  7.833893
74   2 -0.718461  4.086570  7.953757
75   2 -2.245961  3.876213  8.884966
76   2 -2.274973  1.350507 10.920599
77   2 -0.636956  0.857207 11.533597
78   2 -1.075594  0.368055 10.015550
79   2  1.460983  1.286082  9.263709
80   2  1.847714  3.017987  9.691525
81   2  1.141788  2.581512  8.124062
82   2 -5.603407  8.422564 16.937897
83   2 -5.762792  6.571142 16.443053
84   2 -5.064782  7.725765 15.337604
85   2 -2.375189  5.715977 15.388388
86   2 -3.376588  4.645179 16.450576
87   2 -1.687762  5.253741 16.836158
88   2 -0.442367  9.125206  2.126428
89   2  0.501001  7.570506  2.268349
90   2 -1.355323  7.629429  2.177212
91   2 10.713182 10.785878  1.702715
92   2 12.470940 10.612588  1.335430
93   2 11.854433 11.066236  3.005999
94   2 -0.833441 10.746773 16.565823
95   2 -0.135879 10.528705 14.745980
96   2  0.332189  9.546114 16.245902
97   2 -2.135596  6.233044  4.358185
98   2 -2.536062  7.207226  5.809888
99   2 -1.963460  5.564299  5.949928
100  2 12.859168  6.859141  3.531279
101  2 -4.203512  8.365756  4.600136
102  2 -3.282176  8.188925  3.030279
103  2 -0.608884 11.149463  3.238887
104  2 -2.208450 11.716650  3.976023
105  2 -2.049768 10.138288  3.093204
106  2  1.143124 11.537441  5.685065
107  2  0.374107 10.768444  7.271508
108  2 -0.226304 12.164734  6.667572
109  2 -1.685824 11.613281 12.727960
110  2 -2.757370 13.053860 13.131837
111  2 -3.296239 11.864955 11.890452
112  2 -4.273404 12.570035 16.091840
113  2 -2.627045 12.832534 15.839288
114  2 -3.192762 11.404314 16.745534
115  2 -1.428122  9.096284 11.552577
